code,score,image_url,synopsis,show_titles,popularity,members,scored_by,type,rating,premiered,studios,genres
478,7.12,https://cdn.myanimelist.net/images/anime/11/76291.jpg,"Once upon a time, a race known as the Shadow Angels attacked Earth to harvest the life force of all those who inhabited the planet. Thanks to some outrageous miracle, the Shadow Angels went dormant, and humanity was able to live another 12,000 years without fearing their presence. But 11 years after a catastrophe dubbed the Holy Genesis brought ruin to the Earth, the Shadow Angels were stirred from their slumber and resumed the attacks once more. To give humanity somewhat of a chance, an organization known as DEAVA was formed, and use of a robotic weapon named Aquarion has been authorized. In order for the Aquarion to be brought to full power, three pilots must combine their hearts, bodies, and souls into one—a feat few can hope to accomplish. Thus, the search for so-called 'Element Users' was prioritised, hoping to ensure humanity's future. Sousei no Aquarion follows the story of Apollo, a near-feral young man brought up in poverty, who is believed to be a legendary hero reincarnated. After his best friend is taken by the Shadow Angels, Apollo chooses to become an Aquarion pilot. Will he be able to turn the tides of the war, and free humanity from the threat of the Shadow Angels for once and for all?",Sousei no Aquarion;;Genesis of Aquarion;;Holy Genesis Aquarion,1805,65234,26381,TV,PG-13 - Teens 13 or older,Spring 2005,Satelight;Production Reed,action;mecha;romance;super power;supernatural;sci-fi
34540,7.1,https://cdn.myanimelist.net/images/anime/6/85787.jpg,"The film's plot tells the story of how Satoshi and Pikachu came to know each other. Pikachu was not cooperative toward Satoshi, but Satoshi only wanted to be friends with Pikachu. On the day they set out from Masara Town, both of them saw a Ho-Oh flying and made a vow to someday go and meet it. (Source: ANN, edited)",Pokemon Movie 20: Kimi ni Kimeta!;;Pokemon Movie 20,2772,32256,20159,Movie,PG - Children,Not available,OLM,action;adventure;comedy;kids
37304,7.12,https://cdn.myanimelist.net/images/anime/1267/91000.jpg,"Sukuna Gojo is a boy who ran away from his wealthy home after becoming disgusted by his controlling parents. Since then, he's been surviving alone on the streets using an SNS app called JUNGLE, which grants its user unnatural power and abilities. (Source: TubiTV)",K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai;;K: Seven Stories - Side:Green - The Overwritten World,4184,13672,2994,Movie,PG-13 - Teens 13 or older,Not available,GoHands,action;super power;supernatural
2920,7.12,https://cdn.myanimelist.net/images/anime/7/51837.jpg,"An abridged remake of the first Ashita no Joe TV series, released in 1980 to provide back-story for the second TV series to new fans who were not familiar with the first TV series or the manga. (Source: ANN)",Ashita no Joe (Movie),7090,3719,1202,Movie,PG-13 - Teens 13 or older,Not available,Mushi Production,action;drama;shounen;sports
16442,7.13,https://cdn.myanimelist.net/images/anime/2/44386.jpg,"One day, the Pretty Cures receive an invitation to a party in their honor. Everyone is heading to the party venue, the school of fairies, but awaits a mysterious shadow. The shadow steals transformation objects! What can they do? If the Cures can not be converted are in big trouble! If this continues, the school, our world and everything else will deborado by that shadow! The 32 Pretty Cures will fight to protect everyone! (Source: Wikipedia)",Precure All Stars Movie New Stage 2: Kokoro no Tomodachi;;Pretty Cure All Stars New Stage Kokoro no Tomodachi;;Eiga Precure All Stars New Stage 2: Kokoro no Tomodachi;;Pretty Cure All Stars New Stage 2: Friends of the Heart,7245,3509,1456,Movie,G - All Ages,Not available,Toei Animation,action;kids;magic;shoujo
5200,7.12,https://cdn.myanimelist.net/images/anime/3/10383.jpg,"Goro Kumagaya is an established, tall middle-school goalkeeper who wanted to enter Yokonan high-school that is considered to be among the elites in terms of its football club, only to fail and end up in the lowly-ranked school opposite to Yokonan because of an accident. However, he met Shingo, Hideki and Kazuhito Oda who are all skillful footballers there and together in the Kawasaki High School football club, they challenge Yokonan and any other schools that they have to face in order to improve and become the champions. Any setbacks that they face would instead be an opportunity for a better improvement; one of which was the discovery of Goro's natural talent as an ace striker. (Source: ANN)",Offside (TV);;Offside (2001),8057,2496,864,TV,G - All Ages,Spring 2001,Ashi Production,action;sports;drama
395,7.1,https://cdn.myanimelist.net/images/anime/10/23247.jpg,"Kurono Kei and his ex-elementary school classmate, Kato Masaru have survived the first two ordeals that the unknown black sphere Gantz has sent them through. Exploding body parts, struggling to stay alive till the last seconds and seeing your fellow comrades fall in a pile of blood and gore are norm to them now. They are aware now that Gantz can call them up along with any new deeds, at any time for another confrontation with aliens. Will Kato's experiences in the Gantz world give him the same courage in the real world? With fellow veteran Gantzer Kei Kishimoto currently staying at Kurono's home as his ""adopted pet"", can Kurono stave off his growing lust for her mammaries? What the heck is Gantz? (Source: anime-source.com)",Gantz 2nd Stage;;Gantz *uncut*;;Gantz - Second Stage;;Gantz 2nd stage,1047,131315,79909,TV,R+ - Mild Nudity,Summer 2004,Gonzo,action;sci-fi;horror;psychological;supernatural;drama;ecchi
1118,7.1,https://cdn.myanimelist.net/images/anime/7/80288.jpg,"Mii Snowdon is left on her own after her father disappears while investigating the mysterious letter-shaped pokemon called the Unown. The only clue to her father's disappearance is a box containing several tiles. While playing with these tiles, Mii makes a wish to see her father again, and this wish awakens the Unown—who summon the lion-like, legendary pokemon Entei to act as her father. Meanwhile, Satoshi heads to Greenfield with his faithful pokemon companion, Pikachu, to meet with his friends, Kasumi and Takeshi. When they reach the area, they are shocked to find the place crystallized. They quickly learn that the Unown are responsible for this, and that they will need to be defeated in order to restore Greenfield to its former beauty. The situation becomes personal when Satoshi's mother is kidnapped by Entei. To discover why his mother was taken away, Satoshi, along with his friends and pokemon, must travel the crystallized landscape to confront Entei and the Unown. [Written by MAL Rewrite]",Pokemon Movie 03: Kesshoutou no Teiou Entei;;Pokemon: Spell Of The Unown;;Gekijouban Pocket Monsters: Lord of the UNKNOWN Tower ENTEI;;Pokemon Movie 3,1063,129361,83357,Movie,PG - Children,Not available,OLM,action;adventure;comedy;kids;drama;fantasy
39292,7.08,https://cdn.myanimelist.net/images/anime/1810/106070.jpg,"In the continent of Astraea, a man falls from the sky, possessing no memories other than his name, Yuuki. An elf named Kokkoro finds him, introducing herself as his guide in the world they are about to traverse. With Kokkoro's guidance, Yuuki is able to learn how this world works, from battling monsters to handling currency. To earn money for their journey, Yuuki and Kokkoro decide to go to a nearby guild association to accept a simple quest. In their expedition, they meet Pecorine, a somewhat gluttonous but charming girl skilled in battle. The next day, they also meet Karyl, a cat girl specializing in magic. After some time, a bond of friendship and camaraderie forms between them, and the four decide to create a guild of their own. As they continue their adventures, they explore the world, meet new people, and will perhaps uncover the mysteries behind Yuuki's missing memories. [Written by MAL Rewrite]",Princess Connect! Re:Dive;;Priconne,1154,119764,44444,TV,PG-13 - Teens 13 or older,Spring 2020,CygamesPictures,action;adventure;comedy;fantasy
54,7.11,https://cdn.myanimelist.net/images/anime/9/57231.jpg,"Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity. (Source: ANN)",Appleseed (Movie);;Appleseed (2004),1826,63978,37402,Movie,R - 17+ (violence & profanity),Not available,Digital Frontier,action;military;sci-fi;police;drama;mecha;shounen
37440,7.12,https://cdn.myanimelist.net/images/anime/1623/96878.jpg,"A runaway vehicle driven by Izumi Yasaka, en route to the Public Safety Bureau building, is reported shortly before it crashes into the building. Izumi is a counselor who recently ran away while working at a latent criminal isolation and rehabilitation facility known as Sanctuary. Before Inspectors Mika Shimotsuki and Akane Tsunemori get to interrogate the suspect, a sudden request is issued from the facility to promptly bring Izumi back. Interpreted as a direct order from the Chief and the board at Sanctuary, the Inspectors obey, but insist that Izumi be escorted back personally. Tsunemori intends to investigate further with the rest of the team at the Bureau. Now Inspector Shimotsuki has finally been given the opportunity she had been waiting for—to be the primary investigator on an important case. This case follows Shimotsuki and her team of Enforcers as they uncover the secrets of Sanctuary. [Written by MAL Rewrite]",Psycho-Pass: Sinners of the System Case.1 - Tsumi to Bachi;;Psycho-Pass SS Case 1: Tsumi to Batsu,1846,63336,20916,Movie,R - 17+ (violence & profanity),Not available,Production I.G,action;police;psychological;sci-fi
9999,7.1,https://cdn.myanimelist.net/images/anime/4/32455.jpg,"According to Weekly Shonen Jump, 3D movies of One Piece and Toriko were announced to premiere on March 19th, 2011. One Piece 3D is an original story about the missing straw hat of Luffy.",One Piece 3D: Mugiwara Chase;;One Piece 3D: Strawhat Chase;;One Piece Movie 11,2469,39729,21520,Movie,PG-13 - Teens 13 or older,Not available,Toei Animation,action;adventure;comedy;fantasy;shounen
37307,7.13,https://cdn.myanimelist.net/images/anime/1491/92832.jpg,"Adolf K. Weismann is sharing a peaceful meal with his loved ones, but as the days go by, some begin to realize that this perfect world where everyone is alive and happy seems too good to be true. (Source: TubiTV, edited)",K: Seven Stories Movie 6 - Circle Vision - Nameless Song,4295,12830,2558,Movie,PG-13 - Teens 13 or older,Not available,GoHands,action;super power;supernatural
2747,7.1,https://cdn.myanimelist.net/images/anime/10/79582.jpg,"In the year 2003, Professor Tenma is distraught when his son Tobio is killed in a car accident. He loses himself in his latest project, creating Atom, a robot boy programmed to be forever good. Upset that his Tobio-substitute can never grow up, Tenma sells Atom to Ham Egg, the cruel ringmaster of a robot circus. Atom meets the kindly Professor Ochanomizu, who adopts him, inspires him to become a crusader against evil, and eventually builds him a robot ""sister,"" Uran. (Source: The Anime Encyclopedia)",Tetsuwan Atom;;Mighty Atom,4983,8950,2282,TV,PG - Children,Winter 1963,Mushi Production,action;sci-fi;adventure;drama;mecha;shounen
2109,7.1,https://cdn.myanimelist.net/images/anime/5/41575.jpg,"A comet burns in the sky, its brilliant light shining down upon the people of Earth. At that time, a giant army of viruses invade the real world, crushing everything in their path. Netto and Enzan use cross fusion to intervene, but are whisked away to an unknown location, only to be confronted by the one responsible for the attack - Duo! (Source: Official Site)",Rockman.EXE Stream;;Rockman EXE Stream,5383,7388,2757,TV,PG - Children,Fall 2004,Xebec,action;adventure;game;mecha;school;sci-fi;shounen
2452,7.11,https://cdn.myanimelist.net/images/anime/13/42525.jpg,"Cobra, a notorious space pirate, is enlisted by bounty hunter Jane to rescue her sister from the strange being known as Crystal Boy, but then finds himself drawn into a complex struggle over the fate of a mysterious wandering planet. (Source: ANN)",Space Adventure Cobra;;Cobra Gekijouban;;Cobra Space Adventure,5478,7106,2965,Movie,R+ - Mild Nudity,Not available,TMS Entertainment,action;adventure;sci-fi;space
2987,7.12,https://cdn.myanimelist.net/images/anime/7/73992.jpg,"AD. 2058, on the Clayad which was the 3rd planet of the Ypserlon system, which was 43 light years away from Earth, suddently aliens raided the planet.The emigrants on the Clayad had to escape from the planet. Because of the confusion during the escape, the children were strayed from their parents and got in the training space ship, Janous. With a lot of sacrifices, they managed to arrive at 4th planet Belwick. However, the Belwick had been already in the war. Therefore, the 13 children had to go to the Earth by themselves. (Source: AnimeNfo)",Ginga Hyouryuu Vifam;;Round Vernian Vifam;;Galactic Drifter Vifam;;Space Castaways Vifam,7726,2874,501,TV,G - All Ages,Fall 1983,Sunrise,action;sci-fi;adventure;space;mecha
2901,7.1,https://cdn.myanimelist.net/images/anime/8/58875.jpg,"The wicked multi-billionaire, Shinatora, builds wretched, ugly buildings. The explosives genius calling himself Benten has targeted Shinatora's empire and begins to destroy the monstrosities that are wiping out whole sections of downtown Tokyo. In cooperation with the local police force, the FBI has sent Lisa Hoshino, a bomb disposal expert, and her robot assistant, Dandy, on a lecture tour of Japan. Ryotsu is reluctantly paired with Lisa to protect the people of the Kameari district. Why does Benten only target Shinatora's buildings? What is his next target? Another email warning arrives at the Katsushika Police Station. Benten's next target is the newly built, gigantic amusement park, Shinatora World. Lisa and Ryotsu hurry to the scene. What they find is a huge Soviet-era rocket armed with a massive bomb powerful enough to obliterate the entire area of Katsushika. What can Ryotsu do? (Source: AniDB)",Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie;;Kochikame Movie 1,9308,1520,548,Movie,PG-13 - Teens 13 or older,Not available,Gallop,action;comedy;mystery;police
40991,7.18,https://cdn.myanimelist.net/images/anime/1520/105226.jpg,Not available,Xue Ying Ling Zhu 2nd Season;;Lord Xue Ying 2nd Season;;Snow Eagle Lord 2nd Season,11004,720,220,ONA,PG-13 - Teens 13 or older,Not available,,action;adventure;historical;romance;martial arts;fantasy
21085,7.09,https://cdn.myanimelist.net/images/anime/12/55693.jpg,"Honoka Takamiya was perfectly happy with his completely average and normal life. His primary problem in life was the fact that he shared a school with the school's ""Princess,"" Ayaka Kagari. Both girls and boys fawn over her which makes Honoka's life difficult since he rides the same bus as her in the morning and sits next to her in class. What's worse is that if he even idly interacts with her, her fan club takes him out back and beats him up! One day while taking out the trash he looks up to see a school building falling on top of him! He is saved at the very last moment by the very same beautiful girl, Ayaka, that he's never even had a full conversation with. She finally speaks to him, revealing that she's been protecting him in secret, but now that someone is attacking him directly she no longer needs to do it covertly. It turns out that Ayaka is a fire witch and there are other witches in the world who want to capture Honoka and use him for the power that he possesses inside of him.",Witch Craft Works;;Witchcraft Works,592,225592,107418,TV,PG-13 - Teens 13 or older,Winter 2014,J.C.Staff,action;fantasy;magic;seinen;supernatural
1564,7.1,https://cdn.myanimelist.net/images/anime/3/85774.jpg,"After participating in the Johto League, Satoshi decides to begin anew in yet another journey; this time by himself and Pikachu, in the land of Houen. Though he isn't alone for long, as 10-year-old Haruka (whom dislikes Pokemon, but just wants to come along to see the world) travels with him after Pikachu destroys her bicycle. Satoshi also meets up with his old companion, Takeshi, and Haruka's younger brother, Masato. Together, they travel along in Houen, battling Gym Leaders, entering Contests, and other events on the way to the Houen League. (Source: ANN, edited)",Pokemon Advanced Generation;;Pocket Monsters: Advanced Generation;;Advanced Challenge;;Advanced Battle;;Battle Frontier,1058,130432,78408,TV,PG - Children,Fall 2002,OLM,action;adventure;comedy;kids;fantasy
20973,7.1,https://cdn.myanimelist.net/images/anime/2/56133.jpg,"Asuta Jimon, a runaway, is wandering the streets at night when he has a chance encounter with a young girl collapsed beside her tricycle. After he offers her some food, she is moved by his kindness and asks him to join her organization, offering him a face mask and a sweet bun. In need of a place to stay, Asuta decides to play along and accepts her offer, adopting the nickname ""Dva."" Little does Dva know, this cute girl is Kate Hoshimiya, the leader of Zvezda, a secret organization bent on world conquest. However, he soon realizes the true weight of her words as peculiar happenings rope him deeper into Zvezda and its eccentric members—the samurai-like vanguard Itsuka Shikabane, tech-genius Natalia ""Natasha"" Vasylchenko, troublesome Yasubee ""Yasu"" Morozumi, ex-gangster Gorou Shikabane, and multi-purpose robot Roboko Tsujii. With ""White Light,"" a powerful organization of justice, and the entire Japanese government against them, can Zvezda really dominate all humanity and let their light shine throughout the world? [Written by MAL Rewrite]",Sekai Seifuku: Bouryaku no Zvezda;;Sekai Seifuku: Bouryaku no Zvezda,1173,116700,45397,TV,PG-13 - Teens 13 or older,Winter 2014,A-1 Pictures,action;comedy;fantasy
732,7.09,https://cdn.myanimelist.net/images/anime/4/24228.jpg,"10,000 years in the future, the world has become a very different place; monsters roam the land freely, and people, although equipped with high tech weapons and cybernetic horses, live a humble life more suited to centuries past. The story focuses on a small hamlet plagued by monster attacks and living under the shadow of rule by Count Magnus Lee, a powerful vampire lord who has ruled the land for thousands of years. When a young girl is bitten by the Count and chosen as his current plaything, she seeks out help of a quiet wandering stranger, D. It so happens that D is one of the world's best vampire hunters, and he takes it upon himself to cut through Magnus Lee's many minions, and put an end to the Count's rule. (Source: AniDB)",Vampire Hunter D,1858,62785,35654,Movie,R+ - Mild Nudity,Not available,Production Reed,action;sci-fi;horror;supernatural;vampire
10336,7.09,https://cdn.myanimelist.net/images/anime/3/33541.jpg,"""I've made up my mind! I'm going to steal that ship!"" All source of life originates from the Grand Lake. At this very sacred lake, the battle between the Ades Federation and the Turan Kingdom has just begun. The Ades Federation, armed with massive battleships and its sights set on conquering the world, declares war on the Turan Kingdom. With the Federation's troops encroaching on their beloved country, Turan now lies on the brink of collapse. As this is happening, the princesses of Turan look on as a small vanship named Vespa cruises above their heads. ""We shall now commandeer your flagship and take her from this battlefield. The choice is yours. Die here, or survive with us Sky Pirates!"" The Vespa continues to weave through the barrage of bombs, while the fleets of the Federation close in on Turan. What are the motives of Luscinia, the man leading the Ades Federation into the war? And what is the secret behind ""Exile""? (Source: Animax, edited)",Last Exile: Ginyoku no Fam,2497,38746,13772,TV,PG-13 - Teens 13 or older,Fall 2011,Gonzo,action;adventure;sci-fi
992,7.09,https://cdn.myanimelist.net/images/anime/8/31223.jpg,"Kazuki Yotsuga is your regular average nerd in high-school, except he isn't smart. He has this website which relates to his visions that only he can see. His vision's are about robots who keep fighting each other battle after battle. One day he is sent to a, ""parallel world"" where these visions exist and he joins a company to fight back against the devious RaRa, who want to take over the world. (Source: ANN)",Dual! Parallel Lun-Lun Monogatari;;Dual! Parare Runrun Monogatari;;Dual Parallel! Trouble Adventures,4046,14877,7242,TV,PG-13 - Teens 13 or older,Spring 1999,AIC,action;sci-fi;harem;comedy;mecha;shounen
31853,7.08,https://cdn.myanimelist.net/images/anime/6/83300.jpg,"Chris Redfield enlists the help of Leon S. Kennedy and Rebecca Chambers to stop a death merchant, with a vengeance, from spreading a deadly virus in New York. (Source: IMDB)",Biohazard: Vendetta,4083,14464,7338,Movie,R - 17+ (violence & profanity),Not available,Marza Animation Planet,action;horror;sci-fi
33730,7.09,https://cdn.myanimelist.net/images/anime/3/83828.jpg,"Set in the land of Yuguto, the people thought that the land they live is the size of the world, but it’s actually divided into several areas, each with a respective king. Even though there were small wars among areas, the kings had roundtable meetings to maintain peace and balance. It was until a dark group of dark monsters appeared... (Source: MAL News)",Chain Chronicle: Haecceitas no Hikari Part 3,4410,12068,3971,Movie,PG-13 - Teens 13 or older,Not available,Telecom Animation Film;Graphinica,action;adventure;fantasy;magic;shounen
38292,7.09,https://cdn.myanimelist.net/images/anime/1718/95259.jpg,"After a scooter accident provoked by a mysterious woman's vision, Angelino, a deadbeat like thousands of others in Dark Meat City, starts getting violent migraines that are accompanied by strange hallucinations. Along with his good buddy Vinz, he tries to figure out what's happening to him while threatening men in black seem determined to catch him. (Source: Annecy)",Mutafukaz;;M★F★K★Z,4569,11129,4759,Movie,R - 17+ (violence & profanity),Not available,Studio 4°C;Ankama Animations,action;psychological;sci-fi;super power
1901,7.1,https://cdn.myanimelist.net/images/anime/1771/96658.jpg,"The elite Cosmo Academy attracts applicants from every stellar nation in the galaxy. One young hopeful is Tadatos Lane, an orphan esper from Terra. The final stage of the academy's entrance exam is a perilous mission simulation aboard an actual derelict starship. The applicants depart for the ships in groups of ten, but when Tada's crew arrives on the Esperanza, they are horrified to discover that they now number eleven. As the test progresses, things go awry and the atmosphere grows increasingly tense. The crew members begin to suspect sabotage, and Tada appears to be the likely culprit. (Source: ANN)",11-nin Iru!;;They Were 11;;Juuichinin Iru!,5153,8207,3420,Movie,PG-13 - Teens 13 or older,Not available,Magic Bus,action;adventure;drama;mystery;romance;sci-fi;shoujo;space
961,7.1,https://cdn.myanimelist.net/images/anime/1/2234.jpg,"Akira Yuki has spent years honing his Bajiquan skills under the guidance of his grandfather. He yearns to see the constellation of the eight stars of heaven, which are only revealed to those with real strength. This burning desire urges him to embark on travels, so as to learn more about how to see the stars. Meanwhile, a nefarious robotics scientist, Eva Durix, desires to create the perfect soldier. Eva's group, Judgment 6, tracks down and kidnaps Sarah Bryant, a college student and close acquaintance of Akira who is investigating a mysterious accident concerning her brother. Akira must now fight his way to Sarah to save her from the clutches of Judgement 6, a perilous path sure to be paved with countless challenges.",Virtua Fighter,5344,7524,3213,TV,PG-13 - Teens 13 or older,Fall 1995,Tokyo Movie Shinsha,action;adventure;martial arts;comedy;shounen
3670,7.1,https://cdn.myanimelist.net/images/anime/13/61913.jpg,"Without warning in the year 2050, an alien race known only as the Inbit arrive, invade and successfully conquer the Earth. Years later and despite brutal past failures, the inhabitants of Mars Colony send out yet another desperate Liberation Force to try and reclaim their lost home world. The fleet is all but destroyed. However, a lone survivor, Stig Bernard, finds himself on Earth. Gathering a mere handful of resistance fighters, Stig journeys on towards the Inbit's headquarters at Reflex Point in an attempt to gather intelligence and, possibly, discover a way to beat them. (Source: ANN)",Kikou Souseiki Mospeada;;Armored Genesis Mospeada;;Robotech: The New Generation,5489,7064,2687,TV,PG-13 - Teens 13 or older,Fall 1983,Tatsunoko Production;Studio World,action;mecha;military
5032,7.1,https://cdn.myanimelist.net/images/anime/13/18900.jpg,"This Cobra adaptation features short arcs of Cobra saving the world, his friends or himself.",Cobra The Animation;;Cobra The Animation: Rokunin no Yuushi,5542,6916,2608,TV,R+ - Mild Nudity,Winter 2010,Magic Bus,action;adventure;space;sci-fi
2110,7.08,https://cdn.myanimelist.net/images/anime/5/80910.jpg,"Trill, a mysterious navi said to have originated from the world of Beyondard, is discovered. And new beast-type enemies, the Zoanoroids, want him for his special power. Netto Hikari and Rockman must protect their new friend while they try to figure out what Trill is really and his connection to the two legendary cyber beasts, Grega and Faltzer. (Source: ANN)",Rockman.EXE Beast;;Rockman EXE Beast,5671,6510,2418,TV,PG - Children,Fall 2005,Xebec,action;adventure;game;mecha;sci-fi;shounen
3327,7.1,https://cdn.myanimelist.net/images/anime/1784/97034.jpg,"Austral Island is located 2,000 km south from Samoa islands. The existence of the island was removed from the official records, and Tagami Yuu made a journey to search for the reason. He sailed for the island with Dr. Waive who was his father's friend, Doris who is the daughter of Dr. Waive, and Captain who is the friend of Dr. Waive. On their way to the island, GAIL, the international conglomerate, and gangster, Cougar Connection lead by Lady Lynx attacked them. They managed to arrive at the island, but suddenly a mysterious monster began to attack them. When they became ready for death, a blue giant robot appeared. It destroyed the monster and saved them. Although it was an existence far beyond human knowledge, it reminded Yuu of something warm and familiar. It was Giant Gorg which is called ""Messenger of the God"" by the inhabitants of the island. Escaping from the attack of GAIL's assault team, Gorg guided Yuu into the underworld. There, he found alien's relic and an alien who woke up after 30,000 years' sleep. (Source: AnimeNfo)",Giant Gorg;;Kyoshin Gorg;;Kyojin Gorg,6917,3963,745,TV,PG-13 - Teens 13 or older,Spring 1984,Sunrise,action;adventure;mecha;sci-fi
32686,7.06,https://cdn.myanimelist.net/images/anime/10/81906.jpg,"Japan's latest competitive sport, keijo, is dictated by a simple set of rules: female-only participants must stand on circular platforms floating in a pool—referred to as ""lands""—with the goal being to knocking off opponents using only their breasts and butts. Despite this outlandish premise, the sport attracts millions of viewers across the country and boasts a lavish prize pool. Many aspiring athletes take up the challenge in hopes of becoming the next national champion. After graduating from high school, the lively 17-year-old Nozomi Kaminashi enters the world of keijo, hoping to bring home a fortune to her poor family. As a gifted gymnast, Nozomi quickly proves herself a tough competitor after stealing the spotlight in her debut tournament. Meeting new friends and rivals as she climbs the ranks, Nozomi discovers that the path to stardom as a keijo player is filled with intense competition that will challenge not only her body, but also her soul. [Written by MAL Rewrite]",Keijo!!!!!!!!,461,279524,129834,TV,PG-13 - Teens 13 or older,Fall 2016,Xebec,action;sports;ecchi;shounen
11761,7.08,https://cdn.myanimelist.net/images/anime/13/37947.jpg,"Medaka Kurokami is, in the truest sense of the word, perfect. Beautiful, intelligent, and athletic, Medaka's dream is to make others happy. So when she runs for Student Council President of the prestigious Hakoniwa Academy, winning the election with 98% of the votes is only to be expected. The very first thing the boisterous new president does is set up the ""Medaka Box,"" a suggestion box allowing students to submit any kind of request for assistance. Together with the cynical Zenkichi Hitoyoshi, her childhood friend who has been strong-armed into helping, Medaka fulfills these requests at a ridiculous rate. For every job completed, she adds flowers to the student council room, with the aim of filling the entire school. However, the two are about to find out that helping others may be a lot harder than they think as they begin to uncover a devastating plan centering on the academy and even Medaka herself! [Written by MAL Rewrite]",Medaka Box,686,196662,84991,TV,PG-13 - Teens 13 or older,Spring 2012,Gainax;Asahi Production,action;comedy;ecchi;martial arts;school;shounen;super power
34019,7.08,https://cdn.myanimelist.net/images/anime/13/84461.jpg,"In Japanese folklore, a ""tsukumogami"" is an object that has gained a soul, becoming alive and self-aware. There are two types of tsukumogami: the mature ""tsugumomo,"" who have developed through long years of harmony with their owners, and the aberrant ""amasogi,"" premature spirits that are only born to grant the destructive wishes of certain people. Kazuya Kagami has never gone without his mother's obi after her death. Be it at home or school, he keeps it safe with him at all times. One day, he nearly loses his life when a wig amasogi attacks him. When all seems to be over, his treasured obi defends him, transforming into a beautiful girl. She introduces herself as Kiriha, a tsugumomo owned by Kazuya's mother. With Kiriha's arrival, Kazuya enters a reality he has never seen before, a world with gods and tsukumogami. [Written by MAL Rewrite]",Tsugumomo,1097,124807,48802,TV,R+ - Mild Nudity,Spring 2017,Zero-G,action;comedy;ecchi;school;seinen;supernatural
33728,7.08,https://cdn.myanimelist.net/images/anime/11/82495.jpg,"Set in the land of Yuguto, the people thought that the land they live is the size of the world, but it’s actually divided into several areas, each with a respective king. Even though there were small wars among areas, the kings had roundtable meetings to maintain peace and balance. It was until a dark group of dark monsters appeared... (Source: MAL News)",Chain Chronicle: Haecceitas no Hikari Part 1,3599,19391,6333,Movie,PG-13 - Teens 13 or older,Not available,Telecom Animation Film;Graphinica,action;adventure;fantasy;magic;shounen
33729,7.08,https://cdn.myanimelist.net/images/anime/10/83105.jpg,"Set in the land of Yuguto, the people thought that the land they live is the size of the world, but it’s actually divided into several areas, each with a respective king. Even though there were small wars among areas, the kings had roundtable meetings to maintain peace and balance. It was until a dark group of dark monsters appeared... (Source: MAL News)",Chain Chronicle: Haecceitas no Hikari Part 2,4260,13102,4385,Movie,PG-13 - Teens 13 or older,Not available,Telecom Animation Film;Graphinica,action;adventure;fantasy;magic;shounen
493,7.08,https://cdn.myanimelist.net/images/anime/9/2859.jpg,"In the year 2046 humans are moving away from using robots and begin to trust them less and less. In this time life becomes very perilous for the beings known as seconds. The seconds are the most recent line of robots, as far as the public knows. This is the world Detective Ross Sylibus lives in. Detective Sylibus is transferred to Mars by his request after his partner was killed by a robot. As he arrives he falls headfirst into a murder where a country singer on his flight was murdered. He steps off the plane and watches as a scene unfolds and he meets his partner, Armitage a female cop with a major attitude. A rash of murders begins when yet more women are killed. As the investigation is continued a secret is uncovered. There is another line of robots known as Thirds. More and more Thirds turn up missing, as a serial killer who is intent on wiping out all the Thirds runs rampant. Armitage in her quest to put the murderer to justice reveals a secret. She herself is a Third. (Source: ANN, edited)",Armitage III: Poly-Matrix;;Armitage III Poly-Matrix;;Armitage III the Movie: Poly-Matrix;;Armitage III: Poly Matrix,4397,12189,6462,Movie,R+ - Mild Nudity,Not available,AIC,action;military;sci-fi;adventure;police;romance;mecha
34649,7.11,https://cdn.myanimelist.net/images/anime/1512/94632.jpg,Not available,Soukyuu no Fafner: Dead Aggressor - The Beyond,6110,5343,459,Movie,PG-13 - Teens 13 or older,Not available,Production I.G;Xebec;I.Gzwei,action;military;sci-fi;drama;mecha
1652,7.08,https://cdn.myanimelist.net/images/anime/11/83046.jpg,"A stray missile from a confrontation between the Galman empire and the Bolar Federation crashes into the sun, turning it into a time bomb of radiation. The Star Force once again sets off into space, this time on a quest to look for a new world for the human race. (Source: ANN)",Uchuu Senkan Yamato III;;Uchuu Senkan Yamato 3;;Space Cruiser Yamato 3;;Space Battleship Yamato 3;;Star Blazers 3,6534,4563,1310,TV,PG-13 - Teens 13 or older,Fall 1980,Academy Productions,action;military;sci-fi;adventure;space;drama
3067,7.08,https://cdn.myanimelist.net/images/anime/7/83047.jpg,"In the year 2201, one year after the Yamato saved Earth from radioactive contamination, a new threat emerges. The Yamato makes its final journey to save the Earth from this new threat. Earth has almost recovered from the battle against Gamilus, and reconstruction has expanded to the other planets. When former Yamato crew-mates discover a strange, garbled message that seems to be coming from a white comet headed towards Earth, they hijack their old space fortress and begin a new battle. (Source: AnimeNfo)",Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi;;Arrivederci Space Cruiser Yamato: Soldiers Of Love;;Farewell Space Battleship Yamato: Warriors of Love,7459,3196,1024,Movie,PG-13 - Teens 13 or older,Not available,,action;military;sci-fi;space;drama
